rank,pid,name,hop1_count,hop2_count,hop3_count,hop4_count,avgDistance_diff
2583,29697,Nigel Whitmey,465,68104,93109,551,-3.8e-05
2597,49918,Charlie Tahan,499,67761,93565,404,-4.9e-05
2600,1373737,Florence Pugh,716,67472,93480,561,2.5e-05
2602,31005,Noble Willingham,747,67653,93012,817,5e-06
2609,50095,Jason Ritter,447,67839,93489,454,2e-05
2610,1253199,Alexandra Shipp,802,67135,93838,454,-1.7e-05
2617,113505,Kodi Smit-McPhee,659,67513,93474,583,1.1e-05
2620,1428070,Isabela Merced,641,67588,93370,630,-4e-05
2628,19540,Peter Cullen,534,67592,93626,477,1.1e-05
2631,1514474,Jayson Warner Smith,765,67201,93714,549,1.8e-05
2646,98522,Riley Keough,658,67250,93825,496,8e-06
2658,1397778,Anya Taylor-Joy,567,67364,93717,581,-4.9e-05
2665,11065,Wilford Brimley,690,67082,93819,638,2.4e-05
2685,1180860,John Lacy,506,67172,94102,449,-2.7e-05
2694,15576,Matthew Macfadyen,603,67013,94047,566,-2.2e-05
2707,196179,Stephen McKinley Henderson,531,66924,94302,472,3.5e-05
2720,121529,Léa Seydoux,906,66282,94363,678,3.9e-05
2721,1545693,Zazie Beetz,571,66785,94369,504,-4e-06
2731,1273,Jack Kehoe,650,66672,94255,652,3.1e-05
2733,98103,Richard Ayoade,438,66974,94288,529,2.5e-05
2736,5823,Julie Andrews,756,66336,94581,556,4e-06
2745,74073,Rosalind Chao,532,66800,94235,662,-4.2e-05
2752,1253355,Kiersey Clemons,441,66816,94458,514,-3.1e-05
2769,1649152,Jacob Batalon,427,66752,94467,583,-3.8e-05
2770,12982,Peter Capaldi,591,66385,94686,567,4e-06
2771,1890166,Joe Knezevich,568,66482,94564,615,-1.5e-05
2773,1019,Mads Mikkelsen,571,66328,94836,494,-4.9e-05
2783,206919,Daniel Kaluuya,533,66188,95181,327,-4.6e-05
2817,1059597,Zoey Deutch,556,66032,95126,515,-1e-05
2821,26718,Dorian Missick,440,66324,94854,611,1.2e-05
2835,2068598,Kurt Yue,616,65797,95291,525,-3.9e-05
2848,4654,Jeremy Davies,398,66073,95218,540,4e-05
2861,40900,Mark Rylance,685,65332,95756,456,-4.9e-05
2878,55314,Kimberly Elise,501,65801,95254,673,-3.4e-05
2900,820,Edward Furlong,528,65504,95607,590,-4.7e-05
2911,101015,Chin Han,490,65360,95908,471,-2.5e-05
2925,63208,Tommy Chong,511,65389,95705,624,-1.9e-05
2931,39187,Olivia Colman,638,65105,95875,611,-1.5e-05
2953,556356,Vanessa Kirby,657,64816,96190,566,-4.5e-05
2960,17342,Paul Adelstein,515,65010,96132,572,4.7e-05
2968,34544,Joshua Harto,462,64926,96439,402,-3e-05
2971,47468,Frances de la Tour,488,65006,96143,592,2.8e-05
2976,1083010,Letitia Wright,489,64946,96231,563,7e-06
2989,23498,Alexander Ludwig,559,64742,96320,608,-2.2e-05
2990,78423,Omar Sy,460,64836,96433,500,-4.6e-05
2992,90498,Devon Bostick,622,64568,96467,572,-4.8e-05
3000,1154054,Corey Hawkins,472,64768,96471,518,3.6e-05
3011,57854,Cheryl Hines,428,64934,96229,638,-5e-06
3026,237455,Sam Claflin,630,64213,96918,468,1e-06
3034,1330999,Madison Wolfe,455,64553,96710,511,2.8e-05
3046,93491,Will Poulter,552,64195,96992,490,9e-06
3047,1168097,Manuel Garcia-Rulfo,456,64576,96524,673,-2.8e-05
3076,19980,Kelvin Han Yee,476,64350,96650,753,1.2e-05
3077,48312,Noah Segan,402,64195,97181,451,1.8e-05
3132,18975,Wilmer Valderrama,368,63884,97441,536,-2.2e-05
3136,1194944,Gene Jones,571,63527,97531,600,-2.9e-05
3152,34546,Mark Gatiss,717,63243,97543,726,-2e-06
3171,984629,Christopher Abbott,555,63297,97788,589,1.8e-05
3199,113373,Mike Birbiglia,572,63237,97696,724,1e-05
3211,10982,Harry Melling,539,63054,98068,568,-1.7e-05
3231,2454,Matt Clark,619,62846,98075,689,2.5e-05
3233,86654,Austin Butler,480,62859,98452,438,1.2e-05
3236,9206,Neve Campbell,519,62978,98045,687,3.2e-05
3248,8192,Joe Spano,386,63064,98184,595,-2.5e-05
3253,51998,Liza Lapira,394,62931,98401,503,2.9e-05
3262,73288,Michael McElhatton,611,62449,98660,509,-3.9e-05
3281,1303037,Taron Egerton,568,62395,98785,481,-4.8e-05
3287,5531,Kiran Shah,554,62526,98502,647,4e-05
3289,51682,Wes Chatham,398,62837,98350,644,2.8e-05
3304,1158065,Michael H. Cole,502,62563,98515,649,-3.4e-05
3310,929511,Utkarsh Ambudkar,745,62222,98443,819,2e-05
3312,59174,America Ferrera,609,62257,98774,589,-3.7e-05
3322,51579,Steven Williams,505,62443,98624,657,1.8e-05
3338,47627,Janet McTeer,481,62244,98992,512,4.6e-05
3357,164945,Sarah Shahi,411,62323,98867,628,3.7e-05
3358,9831,Vincent Regan,556,61939,99174,560,-2e-06
3389,1274508,Jaeden Martell,420,61916,99420,473,-2e-05
3411,220448,Paul Anderson,494,61624,99609,502,4.6e-05
3419,1504934,Bentley Kalu,516,61734,99295,684,1.9e-05
3428,71010,Tom Conti,343,61845,99496,545,1e-05
3434,22383,Franco Nero,398,61729,99506,596,-3.8e-05
3476,35091,Scott Grimes,340,61582,99652,655,4.7e-05
3485,3075,Rory McCann,378,61535,99576,740,-8e-06
3526,1315036,Daisy Ridley,529,60714,100433,553,3.8e-05
3544,1110405,Mackenzie Davis,418,60876,100374,561,-4.2e-05
3568,19394,Idina Menzel,1070,59631,100770,758,8e-06
3571,54882,Morena Baccarin,397,60749,100539,544,-6e-06
3593,1560244,Anthony Ramos,595,60406,100525,703,4.8e-05
3598,12098,Chris Miller,239,60900,100563,527,7e-06
3622,1360317,Hong Chau,495,60533,100377,824,4.4e-05
3647,71128,Ashley Scott,392,60524,100578,735,2e-05
3664,1241324,Bobby Tisdale,444,60385,100584,816,3.5e-05
3671,41262,Don Calfa,674,60192,100202,1161,1.6e-05
3680,110742,Tika Sumpter,468,60018,101123,620,-6e-06
3694,24203,Rhea Perlman,470,60145,100771,843,-3.9e-05
3696,114000,Kevin Rankin,447,60131,100856,795,3.5e-05
3702,5414,Colin Salmon,567,59678,101380,604,-3e-05
3703,527393,Dylan O'Brien,590,59569,101523,547,7e-06
3746,1117313,John David Washington,530,59492,101610,597,3e-05
3752,74688,Keke Palmer,537,59818,100901,973,-4.8e-05
3758,1180099,Da'Vine Joy Randolph,535,59632,101212,850,-3.5e-05
3760,21702,Ming-Na Wen,420,59755,101265,789,4.8e-05
3783,62976,Eleanor Matsuura,493,59214,101925,597,-0.0
3808,1281250,Rob Morgan,549,58976,102098,606,3.2e-05
3815,19508,Nolan North,452,59159,101995,623,4e-06
3818,2099497,Fred Hechinger,572,58954,102039,664,4.1e-05
3823,1372369,Samara Weaving,732,58637,102154,706,-1.8e-05
3833,934159,Eric André,558,59015,101861,795,4.5e-05
3835,22123,Jordana Brewster,427,59154,101968,680,-5e-06
3844,1471841,Flula Borg,531,58946,102009,743,-1.7e-05
3866,125660,Andrew Scott,580,58608,102418,623,2.3e-05
3875,258,Gael García Bernal,613,58550,102372,694,1.1e-05
3911,505710,Zendaya,423,58595,102580,631,-1.2e-05
3912,1188193,John Hoogenakker,463,58504,102638,624,1.2e-05
3916,96349,Molly C. Quinn,378,58686,102514,651,5e-06
3936,66441,Talulah Riley,388,58440,102828,573,1.7e-05
3939,29221,Brittany Snow,698,57990,102786,755,-9e-06
3961,12950,George Kennedy,678,57935,102839,777,1.2e-05
3966,171955,Zabryna Guevara,450,58123,103128,528,2.9e-05
3974,82104,Danai Gurira,341,58515,102592,781,1.6e-05
3998,1903874,Maya Hawke,433,57885,103415,496,9e-06
4031,55584,Ingvar E. Sigurðsson,419,57846,103336,628,3.5e-05
4058,72305,Lesley Manville,719,57121,103673,716,4.8e-05
4062,1447932,Winston Duke,361,57859,103275,734,2.4e-05
4077,236695,John Boyega,453,57612,103414,750,1.1e-05
4079,1222992,Eiza González,412,57670,103415,732,4.8e-05
4149,1330,Dominic Monaghan,457,56964,104322,486,2.8e-05
4152,129419,Richard Zeman,467,57186,103860,716,-4.5e-05
4155,16808,Matthias Schweighöfer,455,57082,104070,622,-3.6e-05
4202,165359,Stewart Alexander,435,56759,104543,492,0.0
4225,14849,Peter Donat,491,56794,104182,762,-4.1e-05
4237,1215837,Mac Brandt,444,56606,104561,618,9e-06
4251,185460,Mark Lewis Jones,500,56610,104288,831,7e-06
4292,81667,Jennifer Hale,330,56625,104481,793,-2.4e-05
4327,32987,Sam Riley,509,56206,104604,910,-2.7e-05
4336,1202689,Jessica Henwick,435,56117,104984,693,-3e-06
4345,7055,Sienna Guillory,472,55934,105203,620,1.9e-05
4353,134774,Wunmi Mosaku,419,55963,105285,562,3.6e-05
4366,73269,Elsa Pataky,513,55808,105258,650,-2.5e-05
4373,147056,Caitríona Balfe,335,56105,105170,619,4.7e-05
4440,14730,Angela Lansbury,352,55692,105630,555,-1.1e-05
4448,557579,Raúl Castillo,495,55584,105400,750,-6e-06
4462,215055,Steven Yeun,381,55706,105440,702,-4.9e-05
4464,1652371,Daveed Diggs,443,55650,105352,784,3.8e-05
4502,1047649,Ed Skrein,557,55093,105866,713,2.8e-05
4512,59017,Jurnee Smollett,391,55396,105694,748,2.2e-05
4536,77996,Asa Butterfield,448,55022,106114,645,-1e-05
4544,221192,Kathryn Newton,402,55214,105817,796,5e-06
4570,974169,Jenna Ortega,427,54751,106482,569,-4.9e-05
4573,1895760,Jack Champion,304,55109,106113,703,-1.3e-05
4589,70904,Michelle Dockery,505,54829,105991,904,-2.6e-05
4655,46423,Olivia D'Abo,261,54777,106419,772,-1.1e-05
4668,1363394,Mikaela Hoover,394,54516,106508,811,-2e-06
4701,1265629,Angourie Rice,504,53966,107116,643,-3e-06
4703,13275,Tadanobu Asano,491,53940,107186,612,2.6e-05
4719,89599,Eric Bauza,349,54209,106991,680,3.8e-05
4737,45398,Steve Zissis,351,54287,106725,866,-2.1e-05
4749,1442069,Finn Wolfhard,371,53880,107393,585,9e-06
4750,1590759,Noah Jupe,369,54135,106888,837,1.5e-05
4758,1651362,Julia Butters,350,53954,107283,642,-3.7e-05
4780,10075,Tsai Chin,375,53715,107567,572,-3e-06
4792,1336,Jet Li,511,53480,107584,654,-2.6e-05
4814,58319,Jason Scott Lee,410,53680,107339,800,-1.4e-05
4840,56650,Ray Fearon,595,53220,107596,818,-4.8e-05
4853,690,Ke Huy Quan,341,53653,107390,845,-1.9e-05
4854,1639848,Mamoudou Athie,346,53385,107903,595,3e-05
4875,115440,Sydney Sweeney,478,53063,108057,631,1e-05
4903,1700685,Lewis Pullman,324,53412,107721,772,2.6e-05
4910,71586,Alfie Allen,332,53454,107563,880,3.4e-05
4932,1530558,Madeleine McGraw,363,53180,107945,741,-1.6e-05
4933,157176,Mary Joy,330,53262,107857,780,2.6e-05
4960,27762,Ian McDiarmid,459,52827,108164,779,1.1e-05
4999,1036288,Abbey Lee,381,52766,108335,747,-4.9e-05
5009,1451123,Stephen Oyoung,419,52594,108507,709,9e-06
5043,12521,Kenneth McMillan,377,52840,107959,1053,3.1e-05
5103,212689,Jeff Hephner,275,52569,108581,804,2.4e-05
5109,1213640,Stephen Stanton,649,51557,109471,552,-2e-06
5114,1944274,Drew Scheid,432,52438,108348,1011,-2.8e-05
5134,1356758,Thomasin McKenzie,493,52088,108740,908,4.2e-05
5219,54470,Lauren Ambrose,348,51978,109039,864,3.7e-05
5230,1251069,Nathalie Emmanuel,437,51451,109778,563,3.3e-05
5258,1586047,Owen Teague,398,51704,109320,807,-4.2e-05
5299,12793,Matthew Marsden,299,51603,109670,657,-2.4e-05
5305,6071,Sasha Roiz,347,51711,109281,890,-4.5e-05
5364,81391,J. D. Pardo,339,51480,109569,841,-2.4e-05
5391,30710,JJ Feild,485,51013,109947,784,3e-06
5400,561869,Amandla Stenberg,373,51228,109803,825,1.1e-05
5404,90060,Pilou Asbæk,427,51070,109920,812,3.9e-05
5408,219666,Madisen Beaty,295,51061,110341,532,-4e-06
5499,221611,Jonathan Groff,361,50831,110292,745,1.3e-05
5534,934289,Kiernan Shipka,351,50676,110489,713,-5e-06
5544,42276,Rupert Penry-Jones,388,50646,110400,795,2.9e-05
5558,118372,Yara Shahidi,330,50964,109896,1039,-1.2e-05
5583,40311,Adrian Scarborough,758,50032,110373,1066,2.3e-05
5604,62711,Darryl Quon,347,50539,110523,820,4.8e-05
5700,999737,Erica McDermott,406,49991,111080,752,-2.1e-05
5788,1394012,Jaren Mitchell,385,49911,110951,982,4.9e-05
5801,26657,David Bamber,375,49626,111483,745,-3.2e-05
5820,1029934,Justice Smith,381,49772,111047,1029,4.5e-05
5834,1639847,Yahya Abdul-Mateen II,430,49302,111739,758,-3.2e-05
5856,109322,Jefferson Hall,249,49457,111883,640,1.6e-05
5897,10989,Rupert Grint,419,49225,111702,883,4.8e-05
5905,88748,Richard Venture,421,49439,111264,1105,-2.7e-05
5924,1212864,Colleen O'Shaughnessey,355,49212,111829,833,9e-06
5926,1502438,Asim Chaudhry,577,48811,111955,886,-2.9e-05
5945,1055230,Raffey Cassidy,312,49210,111888,819,-3.5e-05
5966,1335308,Benjamin Flores Jr.,299,49228,111782,920,3.7e-05
5967,5644,Alexandra Maria Lara,444,48788,112222,775,-3.2e-05
5989,130228,Gideon Glick,356,49188,111586,1099,-1.6e-05
6013,972356,Luke Bracey,460,48592,112357,820,-4.4e-05
6016,232499,Harry Shum Jr.,445,48750,112065,969,-1.4e-05
6057,1205278,James Norton,568,48457,112113,1091,2.8e-05
6078,239019,Kit Harington,387,48466,112552,824,-4.2e-05
6086,15298,Rachel House,377,48587,112295,970,3.5e-05
6126,20584,Lucy Lawless,329,48447,112554,899,-4.8e-05
6160,19119,Mélanie Laurent,269,48388,112694,878,2.6e-05
6165,2959,Kayvan Novak,298,48121,113127,683,1.2e-05
6178,1457238,Sonoya Mizuno,492,48089,112571,1077,4.7e-05
6185,1526764,Noah Robbins,423,48499,111957,1350,-4.7e-05
6208,77517,Isabelle Fuhrman,277,48065,113152,735,3.7e-05
6226,81316,Reid Scott,329,48079,112926,895,-4e-06
6232,117885,Gattlin Griffith,284,48295,112620,1030,-4.9e-05
6286,119598,Phylicia Rashād,490,47498,113383,858,-3.6e-05
6292,1716493,Harris Dickinson,606,47277,113467,879,2.6e-05
6372,1542758,John Early,249,47867,113064,1049,3.8e-05
6374,1647129,Derek Siow,333,47611,113321,964,-4.3e-05
6379,1290466,Barry Keoghan,490,47255,113543,941,-2.6e-05
6471,1137824,Mia Goth,398,46925,114185,721,-1.4e-05
6489,163545,Simon Delaney,315,46989,114248,677,4.4e-05
6509,1683343,Cailee Spaeny,298,47123,113959,849,-1.3e-05
6535,1388593,Jodie Comer,334,46919,114165,811,-3.3e-05
6560,112476,Dylan Minnette,322,47055,113846,1006,-2.2e-05
6592,55591,Tygh Runyan,266,46798,114410,755,6e-06
6622,130414,Emily Beecham,332,46552,114614,731,-3.9e-05
6648,1319469,Ronny Chieng,398,46557,114319,955,-3e-06
6703,1838225,Zach Cherry,271,46616,114373,969,-1.5e-05
6704,1398066,Marc Inniss,611,45971,114628,1019,-2.2e-05
6726,1610940,Lewis Tan,256,46613,114325,1035,-5e-06
6792,851784,Mackenzie Foy,216,46519,114433,1061,2.8e-05
6910,54447,Samuel West,381,46014,114603,1231,-4.5e-05
6918,1344344,Storm Reid,289,45824,115239,877,-2.2e-05
6932,1164259,Kylie Rogers,294,46049,114724,1162,-1.4e-05
6938,23458,Charlie Cox,260,45863,115167,939,-2.3e-05
6939,143240,Julianne Hough,491,45758,114686,1294,-3.5e-05
6941,1537686,Naomi Ackie,281,45884,115061,1003,-1.6e-05
6962,1614459,Jake Ryan,399,45619,115177,1034,-4.7e-05
7035,1341,Donnie Yen,307,45351,115728,843,-3.8e-05
7040,1438315,Andre Robinson,369,45588,115059,1213,1.8e-05
7097,81682,Bojana Novaković,255,45537,115275,1162,2.3e-05
7099,1628687,Regé-Jean Page,309,45357,115469,1094,4.8e-05
7102,154702,Jason Matthew Smith,255,45194,115947,833,1e-05
7116,1331023,Emilia Jones,365,45179,115608,1077,5e-05
7133,86467,Jay Simpson,391,45099,115627,1112,3.8e-05
7159,1371297,Adria Arjona,426,45270,115116,1417,3.3e-05
7226,131006,Sam Trammell,418,44689,116052,1070,-2.6e-05
7359,1436999,Kate Berlant,223,44737,116121,1148,-3.7e-05
7370,11291,Clémence Poésy,323,44396,116444,1066,2.6e-05
7384,545195,Guy Burnet,181,44487,116663,898,-2e-05
7387,1784612,Daniela Melchior,253,44351,116711,914,3e-05
7500,1900369,Michael Gandolfini,474,43789,116791,1175,-2.2e-05
7508,1313559,Ray Fisher,329,43858,117060,982,-4.9e-05
7553,3300,Natalia Tena,321,43756,117140,1012,-3.7e-05
7560,34551,Reece Shearsmith,360,43807,116903,1159,-2.6e-05
7627,24898,Nathan Jones,409,43300,117586,934,8e-06
7692,1227717,Himesh Patel,347,43399,117400,1083,-1.9e-05
7738,1651968,Jason Bayle,245,43444,117502,1038,-1.6e-05
7754,2960,Amr Waked,275,43259,117710,985,2.7e-05
7756,58197,Shad Moss,330,43287,117490,1122,2.1e-05
7862,1417352,Kingsley Ben-Adir,448,42573,118324,884,1e-06
7894,2256312,Jacob Scipio,263,42882,118177,907,1.8e-05
7990,1186840,Sterling Jerins,293,42669,118274,993,-8e-06
8030,59117,Angus Sampson,376,42187,118865,801,-4.4e-05
8065,1467970,Richard Robichaux,427,42281,118432,1089,2.3e-05
8178,1558986,Louis Partridge,344,42214,118541,1130,1.2e-05
8227,1704640,Brooklynn Prince,219,42330,118555,1125,7e-06
8342,1696016,Chloe Coleman,371,41607,119253,998,7e-06
8380,65447,Sarah Niles,390,41689,118931,1219,3e-05
8555,1637129,Charlie Shotwell,237,41298,119650,1044,4.7e-05
8570,1371041,Callum Turner,344,41089,119716,1080,3.9e-05
8634,457386,Arian Moayed,200,41271,119635,1123,-4.3e-05
8635,968006,Katherine McNamara,189,41252,119697,1091,1.2e-05
8674,122851,Elsie Fisher,236,41124,119718,1151,-8e-06
8685,1440574,Charlie Plummer,362,40631,120285,951,4.5e-05
8870,1356210,Millie Bobby Brown,232,41002,119488,1507,-1.2e-05
8987,1720614,Michael Andrew Baker,252,40191,120730,1056,-4e-05
9059,1829985,Lilly Aspell,420,39857,120706,1246,1.9e-05
9176,1481238,Sophia Lillis,337,39776,120827,1289,7e-06
9196,240724,Naomi Scott,236,39794,121045,1154,9e-06
9272,238130,Yuri Kolokolnikov,267,39523,121274,1165,-3.5e-05
9277,1645312,Kate Rachesky,238,39665,121079,1247,-4.8e-05
9280,6091,August Diehl,384,39430,121075,1340,-2.6e-05
9303,1422517,Oakes Fegley,220,39587,121222,1200,-3.5e-05
9309,107733,Daniel Betts,277,39726,120747,1479,2.6e-05
9366,1597855,Madison Iseman,350,39345,121188,1346,-4.6e-05
9373,1148455,Wyatt Oleff,243,39445,121280,1261,3.3e-05
9437,77234,Priyanka Chopra Jonas,281,38967,121968,1013,-1.7e-05
9473,146750,George MacKay,478,38875,121470,1406,4.3e-05
9478,3930633,Thomas Jordan,320,39330,121041,1538,0.0
9489,2074238,Olivier Richters,266,39255,121335,1373,1.1e-05
9528,587506,Shameik Moore,285,39448,120814,1682,-8e-06
9618,123846,Debby Ryan,202,39228,121340,1459,-3e-06
9689,2072566,Ryan Kiera Armstrong,250,38748,121988,1243,3.2e-05
9757,216986,Luke Hemsworth,324,38545,122033,1327,-1.1e-05
9766,156828,Sharon Omi,177,39079,121390,1583,-1.2e-05
9837,1360281,Lashana Lynch,352,38302,122251,1324,2.3e-05
9848,1452046,Lana Condor,308,38369,122233,1319,2.2e-05
9934,1636811,Coral Peña,260,38299,122332,1338,-3.8e-05
9939,12248,Alec Guinness,397,38092,122306,1434,4.1e-05
10054,1533987,Zoe Colletti,271,38027,122565,1366,-2.4e-05
10079,159826,Adam Grupper,259,38024,122538,1408,1e-06
10085,204392,Cristin Milioti,237,38106,122424,1462,-0.0
10130,1807132,Henry Golding,310,37746,122833,1340,-3.3e-05
10149,1489211,Simu Liu,375,37428,123238,1188,-1.1e-05
10266,120724,Jaden Smith,240,37836,122574,1579,4.9e-05
10267,195666,Sharon Duncan-Brewster,254,37487,123242,1246,-2.5e-05
10315,1394373,Eloise Webb,241,37792,122553,1643,2e-06
10415,1381186,Stephanie Hsu,339,36973,123718,1199,5e-06
10472,1523670,Asher Blinkoff,164,37682,122729,1654,-3e-06
10552,1452045,Ben Hardy,338,36916,123616,1359,-4.5e-05
10615,1742624,Louis Ashbourne Serkis,244,37083,123464,1438,-2.8e-05
10632,78962,Andy McPhee,270,36908,123688,1363,-3.2e-05
10815,2713,Linda Hamilton,253,36756,123702,1518,-3.1e-05
10824,2131391,Violet McGraw,256,36625,123958,1390,-4.9e-05
10852,1564846,Auliʻi Cravalho,301,36536,123938,1454,3.9e-05
10867,20805,Louise Lombard,181,36328,124683,1037,3e-05
11029,47698,Denis Lawson,379,36095,124255,1500,-2e-05
11194,1464090,Robert Maaser,228,35869,124847,1285,9e-06
11207,1538851,Kit Connor,384,36106,123895,1844,-2.9e-05
11431,971299,Griffin Gluck,291,36037,123902,1999,-2e-06
11441,1510237,Martyn Ford,231,35604,124936,1458,-2.8e-05
11451,2064124,Nico Parker,282,35319,125339,1289,-4.2e-05
11621,1278557,Sonya Cullingford,367,35098,125190,1574,2.9e-05
11678,1492326,Brianna Hildebrand,156,35857,124193,2023,2e-05
11684,1049916,Hannah Gross,204,35253,125242,1530,1.2e-05
11736,52583,Wagner Moura,260,34988,125486,1495,4e-05
11800,1496672,Maxwell Simkins,163,35398,124860,1808,3.8e-05
12097,1622086,Chris Greene,232,34343,126305,1349,-3.9e-05
12204,1459885,Lily-Rose Depp,237,34217,126318,1457,4.1e-05
12327,192944,Tom Ellis,180,34302,126110,1637,3e-05
12478,1332971,Dean-Charles Chapman,244,34041,126207,1737,-3.4e-05
12571,1559689,Jeremy Ray Taylor,319,33560,126823,1527,1.2e-05
12574,1381,John Noble,186,33265,127803,975,-3.3e-05
12751,205923,Babs Olusanmokun,232,33539,126856,1602,-2.4e-05
12877,1945369,Woody Norman,196,33514,126836,1683,-2.7e-05
12997,1024722,Annalise Basso,156,33363,127067,1643,-4.9e-05
13042,1795607,Jahi Di'Allo Winston,169,33648,126392,2020,-4.2e-05
13212,512991,Richard Madden,382,32991,126773,2083,-3e-05
13260,2441421,Meesha Garbett,661,32100,127642,1826,3.8e-05
13801,1578220,Levy Tran,195,32038,128470,1526,1.6e-05
14396,1721268,Christian Convery,179,31479,128808,1763,2e-05
14515,204468,Fiona Dourif,167,31131,129365,1566,-1e-06
14584,5421,Sam Troughton,258,31077,129082,1812,2.6e-05
14888,1399750,Kae Alexander,230,30980,128978,2041,-1.9e-05
14967,2048372,Diana Silvers,198,30803,129345,1883,-8e-06
15242,54492,James Gaylyn,291,30044,130230,1664,-2.5e-05
15604,1368795,Manny Jacinto,192,30023,130061,1953,6e-06
15646,19136,Sal Viscuso,196,30131,129772,2130,-1.8e-05
16420,1195183,Ben Youcef,242,28605,131698,1684,-2.8e-05
16747,119251,Gage Munroe,245,28247,131987,1750,4.9e-05
16754,1895788,Trinity Jo-Li Bliss,201,28173,132280,1575,-3.1e-05
17014,1690644,Craig Leydecker,157,28437,131603,2032,1e-06
18499,1590797,Sadie Sink,153,27176,132652,2248,-4.6e-05
18688,235125,Ariane Labed,196,26945,132756,2332,-3.4e-05
20030,70518,Jo Hartley,216,26142,133173,2698,2.5e-05
21438,174745,Niamh Cusack,153,24780,134905,2391,5e-06
22251,1789788,Indya Moore,119,24014,136158,1938,-4.6e-05
25188,1352028,Gabriel Bateman,121,22747,136759,2602,3.2e-05
28067,1767316,Euan Macnaughton,210,21611,136970,3438,-1e-05
28257,1394090,Jim High,228,21202,137577,3222,-4.2e-05
28678,220406,Ann Queensberry,170,20748,138377,2934,-4e-06
29437,110425,Eamon Farren,177,20797,137899,3356,9e-06
29729,1616920,Amar Chadha-Patel,147,20267,138888,2927,2e-06
30333,10760,Geneviève Lemon,121,20124,138895,3089,2e-06
35701,1673827,Chatchawan Kamonsakpitak,179,18108,140258,3684,-1.8e-05
35800,1981044,Sophie Thatcher,85,18377,139952,3815,-1e-05
36079,1287152,William Vaughan,153,18444,139472,4160,-3.5e-05
38406,94798,Lincoln Lewis,168,16862,141694,3505,-5e-06
40144,1635844,Katia Bokor,121,16280,142317,3511,-1e-06
52078,2317714,Alfredo Tavares,130,14407,142205,5487,1.3e-05
52312,58435,Keith McErlean,121,14224,142510,5374,-4.4e-05
71695,213070,Marcus Johnson,221,10614,144463,6931,-2.7e-05
74804,2215526,James Swanton,113,11177,143003,7936,2.9e-05
